celex,readable_name,cluster_id,cluster_name,method
32025R0389,Regulation (EU) 2025/389,15,EU Institutional Framework & Funding,keyword
32025R0390,Regulation (EU) 2025/390,15,EU Institutional Framework & Funding,keyword
32025R0392,Regulation (EU) 2025/392,15,EU Institutional Framework & Funding,keyword
32025R0395,Regulation (EU) 2025/395,15,EU Institutional Framework & Funding,keyword
32025R0398,Regulation (EU) 2025/398,15,EU Institutional Framework & Funding,keyword
32025R0401,Regulation (EU) 2025/401,15,EU Institutional Framework & Funding,keyword
32025R0413,Regulation (EU) 2025/413,5,"Financial Markets, Investment & Capital",keyword
32025R0414,Regulation (EU) 2025/414,5,"Financial Markets, Investment & Capital",keyword
32025R0415,Regulation (EU) 2025/415,5,"Financial Markets, Investment & Capital",keyword
32025R0416,Regulation (EU) 2025/416,5,"Financial Markets, Investment & Capital",keyword
32025R0417,Regulation (EU) 2025/417,5,"Financial Markets, Investment & Capital",keyword
32025R0418,Regulation (EU) 2025/418,5,"Financial Markets, Investment & Capital",keyword
32025R0419,Regulation (EU) 2025/419,5,"Financial Markets, Investment & Capital",keyword
32025R0420,Regulation (EU) 2025/420,1,"AI, Data Economy & Digital Identity",keyword
32025R0421,Regulation (EU) 2025/421,5,"Financial Markets, Investment & Capital",keyword
32025R0422,Regulation (EU) 2025/422,5,"Financial Markets, Investment & Capital",keyword
32025R0454,Regulation (EU) 2025/454,1,"AI, Data Economy & Digital Identity",keyword
32025R0470,Regulation (EU) 2025/470,8,Intellectual Property,keyword
32025R0471,Regulation (EU) 2025/471,15,EU Institutional Framework & Funding,keyword
32025R0486,Regulation (EU) 2025/486,12,"Environment, Energy & Climate",keyword
32025R0517,Regulation (EU) 2025/517,5,"Financial Markets, Investment & Capital",keyword
32025R0522,Regulation (EU) 2025/522,8,Intellectual Property,keyword
32025R0532,Regulation (EU) 2025/532,1,"AI, Data Economy & Digital Identity",keyword
32025R0535,Regulation (EU) 2025/535,5,"Financial Markets, Investment & Capital",keyword
32025R0608,Regulation (EU) 2025/608,15,EU Institutional Framework & Funding,keyword
32025R0610,Regulation (EU) 2025/610,15,EU Institutional Framework & Funding,keyword
32025R0622,Regulation (EU) 2025/622,8,Intellectual Property,keyword
32025R0645,Regulation (EU) 2025/645,11,Transport & Mobility,keyword
32025R0648,Regulation (EU) 2025/648,5,"Financial Markets, Investment & Capital",keyword
32025R0656,Regulation (EU) 2025/656,11,Transport & Mobility,keyword
32025R0661,Regulation (EU) 2025/661,8,Intellectual Property,keyword
32025R0671,Regulation (EU) 2025/671,11,Transport & Mobility,keyword
32025R0753,Regulation (EU) 2025/753,5,"Financial Markets, Investment & Capital",keyword
32025R0754,Regulation (EU) 2025/754,5,"Financial Markets, Investment & Capital",keyword
32025R0755,Regulation (EU) 2025/755,5,"Financial Markets, Investment & Capital",keyword
32025R0789,Regulation (EU) 2025/789,5,"Financial Markets, Investment & Capital",keyword
32025R0790,Regulation (EU) 2025/790,5,"Financial Markets, Investment & Capital",keyword
32025R0791,Regulation (EU) 2025/791,5,"Financial Markets, Investment & Capital",keyword
32025R0801,Regulation (EU) 2025/801,8,Intellectual Property,keyword
32025R0813,Regulation (EU) 2025/813,15,EU Institutional Framework & Funding,keyword
32025R0835,Regulation (EU) 2025/835,15,EU Institutional Framework & Funding,keyword
32025R0837,Regulation (EU) 2025/837,14,"Agriculture, Fisheries & Rural Development",keyword
32025R0846,Regulation (EU) 2025/846,1,"AI, Data Economy & Digital Identity",keyword
32025R0847,Regulation (EU) 2025/847,1,"AI, Data Economy & Digital Identity",keyword
32025R0848,Regulation (EU) 2025/848,2,Platform Regulation & Digital Markets,keyword
32025R0849,Regulation (EU) 2025/849,1,"AI, Data Economy & Digital Identity",keyword
32025R0856,Regulation (EU) 2025/856,14,"Agriculture, Fisheries & Rural Development",keyword
32025R0884,Regulation (EU) 2025/884,5,"Financial Markets, Investment & Capital",keyword
32025R0885,Regulation (EU) 2025/885,10,"Migration, Asylum & Border Management",keyword
32025R0888,Regulation (EU) 2025/888,8,Intellectual Property,keyword
32025R0897,Regulation (EU) 2025/897,14,"Agriculture, Fisheries & Rural Development",keyword
32025R0905,Regulation (EU) 2025/905,7,Consumer Rights & Internal Market,keyword
32025R0912,Regulation (EU) 2025/912,12,"Environment, Energy & Climate",keyword
32025R0914,Regulation (EU) 2025/914,5,"Financial Markets, Investment & Capital",keyword
32025R0925,Regulation (EU) 2025/925,10,"Migration, Asylum & Border Management",keyword
32025R0927,Regulation (EU) 2025/927,11,Transport & Mobility,keyword
32025R0933,Regulation (EU) 2025/933,15,EU Institutional Framework & Funding,keyword
32025R0941,Regulation (EU) 2025/941,15,EU Institutional Framework & Funding,keyword
32025R0955,Regulation (EU) 2025/955,8,Intellectual Property,keyword
32025R0956,Regulation (EU) 2025/956,8,Intellectual Property,keyword
32025R0964,Regulation (EU) 2025/964,15,EU Institutional Framework & Funding,keyword
32025R1003,Regulation (EU) 2025/1003,5,"Financial Markets, Investment & Capital",keyword
32025R1005,Regulation (EU) 2025/1005,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1009,Regulation (EU) 2025/1009,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1013,Regulation (EU) 2025/1013,8,Intellectual Property,keyword
32025R1020,Regulation (EU) 2025/1020,8,Intellectual Property,keyword
32025R1022,Regulation (EU) 2025/1022,8,Intellectual Property,keyword
32025R1042,Regulation (EU) 2025/1042,15,EU Institutional Framework & Funding,keyword
32025R1048,Regulation (EU) 2025/1048,5,"Financial Markets, Investment & Capital",keyword
32025R1065,Regulation (EU) 2025/1065,11,Transport & Mobility,keyword
32025R1066,Regulation (EU) 2025/1066,8,Intellectual Property,keyword
32025R1068,Regulation (EU) 2025/1068,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1084,Regulation (EU) 2025/1084,8,Intellectual Property,keyword
32025R1086,Regulation (EU) 2025/1086,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1087,Regulation (EU) 2025/1087,8,Intellectual Property,keyword
32025R1106,Security Action for Europe Regulation [Regulation (EU) 2025/1106],15,EU Institutional Framework & Funding,hand
32025R1125,Regulation (EU) 2025/1125,5,"Financial Markets, Investment & Capital",keyword
32025R1128,Regulation (EU) 2025/1128,8,Intellectual Property,keyword
32025R1135,Regulation (EU) 2025/1135,15,EU Institutional Framework & Funding,keyword
32025R1136,Regulation (EU) 2025/1136,8,Intellectual Property,keyword
32025R1140,Regulation (EU) 2025/1140,5,"Financial Markets, Investment & Capital",keyword
32025R1141,Regulation (EU) 2025/1141,5,"Financial Markets, Investment & Capital",keyword
32025R1142,Regulation (EU) 2025/1142,5,"Financial Markets, Investment & Capital",keyword
32025R1143,Regulation (EU) 2025/1143,5,"Financial Markets, Investment & Capital",keyword
32025R1149,Regulation (EU) 2025/1149,8,Intellectual Property,keyword
32025R1151,Regulation (EU) 2025/1151,15,EU Institutional Framework & Funding,keyword
32025R1154,Regulation (EU) 2025/1154,8,Intellectual Property,keyword
32025R1155,Regulation (EU) 2025/1155,5,"Financial Markets, Investment & Capital",keyword
32025R1156,Regulation (EU) 2025/1156,5,"Financial Markets, Investment & Capital",keyword
32025R1157,Regulation (EU) 2025/1157,5,"Financial Markets, Investment & Capital",keyword
32025R1176,Regulation (EU) 2025/1176,12,"Environment, Energy & Climate",keyword
32025R1183,Regulation (EU) 2025/1183,8,Intellectual Property,keyword
32025R1188,Regulation (EU) 2025/1188,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1190,Regulation (EU) 2025/1190,1,"AI, Data Economy & Digital Identity",keyword
32025R1192,Regulation (EU) 2025/1192,11,Transport & Mobility,keyword
32025R1208,Secure Identity Cards Regulation [Regulation (EU) 2025/1208],10,"Migration, Asylum & Border Management",keyword
32025R1215,Regulation (EU) 2025/1215,5,"Financial Markets, Investment & Capital",keyword
32025R1245,Regulation (EU) 2025/1245,8,Intellectual Property,keyword
32025R1246,Regulation (EU) 2025/1246,5,"Financial Markets, Investment & Capital",keyword
32025R1249,Regulation (EU) 2025/1249,8,Intellectual Property,keyword
32025R1253,Regulation (EU) 2025/1253,11,Transport & Mobility,keyword
32025R1264,Regulation (EU) 2025/1264,5,"Financial Markets, Investment & Capital",keyword
32025R1265,Regulation (EU) 2025/1265,5,"Financial Markets, Investment & Capital",keyword
32025R1268,Regulation (EU) 2025/1268,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1269,Regulation (EU) 2025/1269,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1271,Regulation (EU) 2025/1271,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1272,Regulation (EU) 2025/1272,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1290,Regulation (EU) 2025/1290,12,"Environment, Energy & Climate",keyword
32025R1291,Regulation (EU) 2025/1291,8,Intellectual Property,keyword
32025R1304,Regulation (Euratom) 2025/1304,12,"Environment, Energy & Climate",keyword
32025R1309,Regulation (EU) 2025/1309,15,EU Institutional Framework & Funding,keyword
32025R1311,Regulation (EU) 2025/1311,5,"Financial Markets, Investment & Capital",keyword
32025R1328,Regulation (EU) 2025/1328,12,"Environment, Energy & Climate",keyword
32025R1330,Regulation (EU) 2025/1330,13,"Health, Medicines & Life Sciences",keyword
32025R1338,Regulation (EU) 2025/1338,5,"Financial Markets, Investment & Capital",keyword
32025R1339,Regulation (EU) 2025/1339,5,"Financial Markets, Investment & Capital",keyword
32025R1342,Regulation (EU) 2025/1342,15,EU Institutional Framework & Funding,keyword
32025R1343,Regulation (EU) 2025/1343,8,Intellectual Property,keyword
32025R1355,Regulation (EU) 2025/1355,5,"Financial Markets, Investment & Capital",keyword
32025R1410,Regulation (EU) 2025/1410,2,Platform Regulation & Digital Markets,keyword
32025R1420,Regulation (EU) 2025/1420,10,"Migration, Asylum & Border Management",keyword
32025R1448,Regulation (EU) 2025/1448,12,"Environment, Energy & Climate",keyword
32025R1462,Regulation (EU) 2025/1462,8,Intellectual Property,keyword
32025R1463,Regulation (EU) 2025/1463,12,"Environment, Energy & Climate",keyword
32025R1467,Regulation (EU) 2025/1467,12,"Environment, Energy & Climate",keyword
32025R1470,Regulation (EU) 2025/1470,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1476,Regulation (EU) 2025/1476,15,EU Institutional Framework & Funding,keyword
32025R1477,Regulation (EU) 2025/1477,12,"Environment, Energy & Climate",keyword
32025R1493,Regulation (EU) 2025/1493,5,"Financial Markets, Investment & Capital",keyword
32025R1496,Regulation (EU) 2025/1496,6,"Banking, Payments, Insurance & AML",keyword
32025R1505,Regulation (EU) 2025/1505,15,EU Institutional Framework & Funding,keyword
32025R1506,Regulation (EU) 2025/1506,15,EU Institutional Framework & Funding,keyword
32025R1508,Regulation (EU) 2025/1508,15,EU Institutional Framework & Funding,keyword
32025R1514,Regulation (EU) 2025/1514,8,Intellectual Property,keyword
32025R1516,Regulation (EU) 2025/1516,8,Intellectual Property,keyword
32025R1517,Regulation (EU) 2025/1517,8,Intellectual Property,keyword
32025R1518,Regulation (EU) 2025/1518,8,Intellectual Property,keyword
32025R1519,Regulation (EU) 2025/1519,8,Intellectual Property,keyword
32025R1522,Regulation (EU) 2025/1522,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1534,Regulation (EU) 2025/1534,10,"Migration, Asylum & Border Management",keyword
32025R1535,Regulation (EU) 2025/1535,11,Transport & Mobility,keyword
32025R1536,Regulation (EU) 2025/1536,10,"Migration, Asylum & Border Management",keyword
32025R1550,Regulation (EU) 2025/1550,9,Criminal Justice & Fundamental Rights,keyword
32025R1566,Regulation (EU) 2025/1566,1,"AI, Data Economy & Digital Identity",keyword
32025R1567,Regulation (EU) 2025/1567,1,"AI, Data Economy & Digital Identity",keyword
32025R1568,Regulation (EU) 2025/1568,1,"AI, Data Economy & Digital Identity",keyword
32025R1569,Regulation (EU) 2025/1569,1,"AI, Data Economy & Digital Identity",keyword
32025R1570,Regulation (EU) 2025/1570,1,"AI, Data Economy & Digital Identity",keyword
32025R1571,Regulation (EU) 2025/1571,1,"AI, Data Economy & Digital Identity",keyword
32025R1572,Regulation (EU) 2025/1572,1,"AI, Data Economy & Digital Identity",keyword
32025R1706,Regulation (EU) 2025/1706,7,Consumer Rights & Internal Market,keyword
32025R1707,Regulation (EU) 2025/1707,7,Consumer Rights & Internal Market,keyword
32025R1713,Regulation (EU) 2025/1713,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1714,Regulation (EU) 2025/1714,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1716,Regulation (EU) 2025/1716,8,Intellectual Property,keyword
32025R1717,Regulation (EU) 2025/1717,15,EU Institutional Framework & Funding,keyword
32025R1720,Regulation (EU) 2025/1720,15,EU Institutional Framework & Funding,keyword
32025R1729,Regulation (EU) 2025/1729,8,Intellectual Property,keyword
32025R1730,Regulation (EU) 2025/1730,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1748,Regulation (EU) 2025/1748,15,EU Institutional Framework & Funding,keyword
32025R1766,Regulation (EU) 2025/1766,11,Transport & Mobility,keyword
32025R1768,Regulation (EU) 2025/1768,5,"Financial Markets, Investment & Capital",keyword
32025R1774,Regulation (EU) 2025/1774,15,EU Institutional Framework & Funding,keyword
32025R1816,Regulation (EU) 2025/1816,8,Intellectual Property,keyword
32025R1845,Regulation (EU) 2025/1845,8,Intellectual Property,keyword
32025R1871,Regulation (EU) 2025/1871,11,Transport & Mobility,keyword
32025R1890,Regulation (EU) 2025/1890,12,"Environment, Energy & Climate",keyword
32025R1901,Regulation (EU) 2025/1901,15,EU Institutional Framework & Funding,keyword
32025R1903,Regulation (EU) 2025/1903,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1913,Regulation (EU) 2025/1913,15,EU Institutional Framework & Funding,keyword
32025R1914,Regulation (EU) 2025/1914,12,"Environment, Energy & Climate",keyword
32025R1919,Regulation (EU) 2025/1919,15,EU Institutional Framework & Funding,keyword
32025R1920,Regulation (EU) 2025/1920,7,Consumer Rights & Internal Market,keyword
32025R1929,Regulation (EU) 2025/1929,1,"AI, Data Economy & Digital Identity",keyword
32025R1942,Regulation (EU) 2025/1942,1,"AI, Data Economy & Digital Identity",keyword
32025R1943,Regulation (EU) 2025/1943,1,"AI, Data Economy & Digital Identity",keyword
32025R1944,Regulation (EU) 2025/1944,1,"AI, Data Economy & Digital Identity",keyword
32025R1945,Regulation (EU) 2025/1945,1,"AI, Data Economy & Digital Identity",keyword
32025R1946,Regulation (EU) 2025/1946,1,"AI, Data Economy & Digital Identity",keyword
32025R1955,Regulation (EU) 2025/1955,8,Intellectual Property,keyword
32025R1956,Regulation (EU) 2025/1956,8,Intellectual Property,keyword
32025R1979,Regulation (EU) 2025/1979,5,"Financial Markets, Investment & Capital",keyword
32025R1981,Regulation (EU) 2025/1981,15,EU Institutional Framework & Funding,keyword
32025R1991,Regulation (EU) 2025/1991,14,"Agriculture, Fisheries & Rural Development",keyword
32025R1993,Regulation (EU) 2025/1993,8,Intellectual Property,keyword
32025R1994,Regulation (EU) 2025/1994,8,Intellectual Property,keyword
32025R1995,Regulation (EU) 2025/1995,8,Intellectual Property,keyword
32025R2003,Regulation (EU) 2025/2003,15,EU Institutional Framework & Funding,keyword
32025R2004,Regulation (EU) 2025/2004,14,"Agriculture, Fisheries & Rural Development",keyword
32025R2005,Regulation (EU) 2025/2005,5,"Financial Markets, Investment & Capital",keyword
32025R2014,Regulation (EU) 2025/2014,14,"Agriculture, Fisheries & Rural Development",keyword
32025R2035,Regulation (EU) 2025/2035,15,EU Institutional Framework & Funding,keyword
32025R2050,Regulation (EU) 2025/2050,1,"AI, Data Economy & Digital Identity",keyword
32025R2055,Regulation (EU) 2025/2055,10,"Migration, Asylum & Border Management",keyword
32025R2073,Regulation (EU) 2025/2073,9,Criminal Justice & Fundamental Rights,keyword
32025R2075,Regulation (EU) 2025/2075,5,"Financial Markets, Investment & Capital",keyword
32025R2081,Regulation (EU) 2025/2081,15,EU Institutional Framework & Funding,keyword
32025R2082,Regulation (EU) 2025/2082,9,Criminal Justice & Fundamental Rights,keyword
32025R2083,Regulation (EU) 2025/2083,10,"Migration, Asylum & Border Management",keyword
32025R2086,Regulation (EU) 2025/2086,13,"Health, Medicines & Life Sciences",keyword
32025R2088,Regulation (EU) 2025/2088,5,"Financial Markets, Investment & Capital",hand
